Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL374709	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CN(c2ccc(F)c(F)c2)C(=O)O1)S(=O)(=O)c1ccc(N)cc1	Ki	0.2291
CHEMBL322026	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccccc1F)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1F)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	1.92
CHEMBL220315	COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(C(C)=O)cc3)C(=O)O2)c1	Ki	29.51
CHEMBL475991	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@@H](O)CC)S(=O)(=O)c1ccc(OC)cc1	Ki	0.86
CHEMBL332611	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)OCc2cccnc2)cc1	Ki	17
CHEMBL86913	CCCCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCCCC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.424
CHEMBL288513	Nc1cccc(CN2C(=O)N[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1	Ki	6.166
CHEMBL195666	C=CCCCCC(NC(=O)c1cccc(O)c1OCCC=C)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	2
CHEMBL124423	CCCC[C@@H]1NC(=O)[C@@H](NC(=O)[C@@H](N)CO)CCCCOc2ccc(cc2)C[C@@H]([C@H](O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O	Ki	3
CHEMBL477420	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1(C(N)=O)CC1)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.21
CHEMBL118531	Nc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)c2ccccc2NC(=O)OCc2ccccn2)cc1	Ki	1.5
CHEMBL163	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Ki	0.37
CHEMBL220076	CC(=O)c1ccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)OC2=O)cc1	Ki	0.184
CHEMBL476611	CC[C@H](O)CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.134
CHEMBL474877	COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)Nc2cc(F)c(F)c(O)c2F)c1	Ki	514.6
CHEMBL220454	COc1ccc(S(=O)(=O)N(CC2CC2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(C(C)=O)cc3)C(=O)O2)cc1	Ki	0.7943
CHEMBL477001	CC[C@@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)C(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	0.6166
CHEMBL569647	CC(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)NCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O	Ki	
CHEMBL457806	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)CC)S(=O)(=O)c1ccc(OC)cc1	Ki	4.169
CHEMBL476379	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)C(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	2.455
CHEMBL457137	Cc1cccc(OS(=O)(=O)N(C[C@H](C)O)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C[C@H]2C=CCC2)c1	Ki	13586.5
CHEMBL414056	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(F)c(F)c3)C(=O)O2)cc1F	Ki	0.3467
CHEMBL52809	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NC(C)[C@@H]1O[C@@H]1[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C	Ki	4
CHEMBL21145	O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1	Ki	0.29
CHEMBL475076	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1cccs1)S(=O)(=O)c1cc(F)c(F)cc1F)c1ccnnc1	Ki	1064.4
CHEMBL457330	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CCC(=O)CC)S(=O)(=O)c1ccc2ncsc2c1	Ki	1.622
CHEMBL36581	Nc1[nH]nc2ccc(CN3C(=O)N(Cc4ccccc4)[C@H](CCc4ccccc4)[C@@H](O)[C@H]3Cc3ccccc3)cc12	Ki	0.2805
CHEMBL2165893	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC[C@@H]1CCC(=O)N1)S(=O)(=O)c1ccc2ncsc2c1	Ki	7.02
CHEMBL348282	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)S(=O)(=O)c1ccccc1)OCc1ccccc1	Ki	6.7
CHEMBL188944	CC(C)C(NC(=O)[C@H](C)C[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O	Ki	260
CHEMBL104789	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1nc2ccccc2[nH]1)C(C)C	Ki	13
CHEMBL358558	COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@H](CCc3ccccc3)[C@H]2[C@@H](O)Cc2ccccc2)c1	Ki	100
CHEMBL4646603	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1CC1	Ki	0.571
CHEMBL286531	N#Cc1cccc(CN2C(=O)N(Cc3cccc(C#N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	3
CHEMBL4646600	COC(=O)NC1(C(=O)N[C@@H](Cc2ccccc2)[C@@H](O)C[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)CCCC1	Ki	46
CHEMBL21145	O=C1N(Cc2ccc(CO)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1	Ki	0.34
CHEMBL2115174	COC(=O)[C@@H](NC(=O)[C@H](C(C)C)N1CCC(C(Cc2ccccc2)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)=CCC1=O)C(C)C	Ki	2000000
CHEMBL729	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O	Ki	0.0013
CHEMBL430629	CCC(Cc1ccccc1)c1cc(O)c(C(c2cccc(NS(=O)(=O)c3ccc(OC)cc3)c2)C2CC2)c(=O)o1	Ki	22
CHEMBL407010	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)C(C)C)C(C)C	Ki	501.19
CHEMBL583371	COC(=O)N[C@H](C(=O)NN(CC[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)Cc1ccc(-c2cccnc2)cc1)C(C)(C)C	Ki	16
CHEMBL296811	CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@H](C(=O)O)C(C)C	Ki	3715.35
CHEMBL312349	O=C(Cn1cncn1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.022
CHEMBL431684	Nc1cccc(CN2C(=O)N(C3CCCC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.28
CHEMBL459100	CCC(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	0.2399
CHEMBL477420	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1(C(N)=O)CC1)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.2089
CHEMBL4784475	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc2nc(NC3CC3)sc2c1	Ki	284
CHEMBL21281	CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cc3)c2)=C(O)O1	Ki	8
CHEMBL3349494	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC	Ki	1.7
CHEMBL383756	C=CCC1(N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)C(=O)Nc2ccccc21	Ki	2
CHEMBL276055	CC(C)S(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	33
CHEMBL86454	N#CCNC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NCC#N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.063
CHEMBL131821	O=c1cc(C(CC2CC2)CC2CC2)oc(O)c1C(c1cccc(CS(=O)(=O)c2ccc(F)cc2)c1)C1CC1	Ki	19
CHEMBL130998	O=S1(=O)N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1	Ki	23
CHEMBL114	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	117
CHEMBL303759	C=CCCCCCCCOC(=O)N(CC(C)CC=C)CC(O)C(Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	1000
CHEMBL459099	C[C@H](O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@H]1C=CCC1)S(=O)(=O)c1ccco1	Ki	257.04
CHEMBL3349477	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC	Ki	3.6
CHEMBL383311	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1(C)C(=O)Nc2ccccc21	Ki	3
CHEMBL204519	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN1CC=CCCC12C(=O)Nc1ccccc12)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	1000
CHEMBL302689	O=C(NC(Cc1ccccc1)C(O)CN1C/C=C\CCCCCCCCOC1=O)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	125
CHEMBL288759	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@](C)(O)C(C)(C)C	Ki	24
CHEMBL16383	C=CS(=O)(=O)Nc1cccc(C(c2c(O)oc3c(c2=O)CCCCC3)C2CC2)c1	Ki	200
CHEMBL286791	N#CN=C1N(CC2CCCC2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CC1CCCC1	Ki	1.5
CHEMBL78534	CCCCc1cnc([C@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)s1	Ki	26000
CHEMBL413332	CCCCN1C(=O)N(Cc2ccc3[nH]nc(N)c3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	0.021
CHEMBL359790	CC(C)C(NC(=O)CC[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O	Ki	6500
CHEMBL48996	CCCC[C@@H](CN[C@@H](CCCC)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)[C@@H](C)O)[C@@H](C)CC	Ki	776.25
CHEMBL256107	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C[C@H]2CO[C@H]3OCC[C@@H]23)cc1	Ki	0.28
CHEMBL335789	O=c1c2c(oc(O)c1C(c1ccccc1)C1CC1)C(CC1CC1)CCCCCC2	Ki	24
CHEMBL440364			
CHEMBL157945			
CHEMBL222559			
CHEMBL353108	CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C)C(=O)O	Ki	1000
CHEMBL133573	COC(=O)c1ccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3ccc(C(=O)OC)cc3)S2(=O)=O)cc1	Ki	84
CHEMBL85585	Cc1cccnc1NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncccc4C)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.26
CHEMBL120521	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@]23CC[C@H](CC2)N13	Ki	6300
CHEMBL351021	Cc1ccc(O)cc1C(=O)N[C@@H](CSc1ccc2ccccc2c1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C	Ki	500
CHEMBL11180	CCCCCC[C@@H]1[C@H](O)[C@@H](O)[C@@H](CCCCCC)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1	Ki	0.35
CHEMBL440693	CC(C)CNC(=O)[C@H](Cc1ccccc1)NCC(O)[C@H]1Cc2ccc(cc2)OCCCC(=O)N[C@@H](C(C)C)C(=O)N1	Ki	800
CHEMBL3350106	CNC(=O)c1cccc(CN2[C@@H](COc3ccccc3)[C@@H](O)[C@H](O)[C@H](COc3ccccc3)N(Cc3cccc(C(=O)NC)c3)S2(=O)=O)c1	Ki	38.9
CHEMBL458886	Cc1cccc(OS(=O)(=O)N(CC2CC2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)C[C@H]2C=CCC2)c1	Ki	2024.2
CHEMBL278174	O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@H](O)CN1C(=O)[C@H](Cc2ccccc2)C[C@@H]1Cc1ccccc1	Ki	0.5
CHEMBL128696	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccc2ccccc2c1)[C@H](O)Cc1ccccc1C(=O)NC(C)(C)C	Ki	3
CHEMBL372504	CCC(C)[C@H](NC(=O)CCCCCCCCCCCCCCC(=O)N[C@@H](CC(N)=O)C(=O)NC(CC1CCCCC1)C(=O)O)C(=O)N[C@H](Cc1ccccc1)C(N)=O	Ki	285
CHEMBL313357	Cc1ccc(NC(=O)c2cccc(CN3C(=O)N(c4cccc(N)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)nc1	Ki	0.075
CHEMBL360440	O=C(C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O)CN1C(=O)[C@@H](Cc2ccccc2)C[C@@H]1Cc1ccc(OCCO)cc1	Ki	0.3
CHEMBL334053	O=C(Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccno1)OCc1ccccn1	Ki	0.4
CHEMBL21405	CCCC1(CCc2ccccc2)CC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)=C(O)O1	Ki	0.1
CHEMBL337895	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)C(c2ccccc2)c2ccccc2)C(=O)O)cc1	Ki	171
CHEMBL162866	CC(C)(C)NC(=O)c1ccccc1C[C@@H](O)[C@H](CSc1ccc2ccccc2c1)NC(=O)c1ccnc2ccccc12	Ki	265
CHEMBL114	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	0.12
CHEMBL322027	CC[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccccc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C	Ki	16982436525
CHEMBL163	CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1	Ki	0.015
CHEMBL384438	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(C(C)=O)c3)C(=O)O2)cc1	Ki	0.0007943
CHEMBL2165902	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1=O)S(=O)(=O)c1ccc2ncsc2c1	Ki	305.7
CHEMBL280989	O=C(Cc1cccnc1)NCCCCCN1C(=O)N(CCCCCNC(=O)Cc2cccnc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1	Ki	8.9
CHEMBL2304050	CC(C)[C@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)N[C@@H](CO)C(=O)N(C)c1ccccn1	Ki	5
CHEMBL369119	CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccncc1)S(=O)(=O)c1ccc(N)cc1	Ki	90
CHEMBL358958	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NC1CCC(O)CC1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C	Ki	1.41254E+12
CHEMBL180597	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC2c3ccccc3-c3ccccc32)C(N)=O)cc1	Ki	107
CHEMBL338428	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(C2=C(O)C(=O)CCC2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.3
CHEMBL28850	CC(=O)c1cccc(COC(=O)CCCC[C@@H]2SCC3C2N(Cc2cccc(C(C)=O)c2)C(=O)N3Cc2cccc(C(C)=O)c2)c1	Ki	3400
CHEMBL314324	CC(C)(C)NC(=O)c1ccccc1CCC(O)Cc1ccc2ccccc2c1C(=O)NC(C)(C)C	Ki	2200
CHEMBL36481	O=C1N[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1	Ki	977.24
CHEMBL287818	N#Cc1cc(CN2C(=O)N[C@H](CCc3ccccc3)[C@@H](O)[C@H]2Cc2ccccc2)ccc1F	Ki	109.65
CHEMBL116	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	Ki	10
CHEMBL473461	COc1cccc(S(=O)(=O)N(Cc2cccs2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(O)c(O)c(O)c2)c1	Ki	1148
CHEMBL52279	CS[C@H](NC(=O)COc1cccc2cnccc12)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC[C@H]1C(=O)NC(C)(C)C	Ki	0.74
CHEMBL136609	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)CCc2ccccc2)C(=O)O)cc1	Ki	6.9
CHEMBL87473	CC(C)(C)CNC(=O)C(F)(F)C(=O)C(Cc1ccccc1)NC(=O)OCc1ccccc1	Ki	650
CHEMBL145702	COc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)(C)C)cc1	Ki	1.8197E+12
CHEMBL147613	CC(=O)NCc1ccc(CN[C@@H](C(=O)N[C@H]2c3ccccc3CC2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)cc1	Ki	70794578438
CHEMBL292074	COc1ccc(CN[C@@H](C(=O)NC2c3ccccc3C[C@H]2O)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(CC(=O)O)c2ccccc2)C(C)(C)C)cc1	Ki	14
CHEMBL16566	CC(C)C(c1cccc(NS(=O)(=O)c2cccnc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	20
CHEMBL456046	CCC(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(C[C@H](C)CC)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.0631
CHEMBL266947	CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)OC2=O)c1	Ki	0.03236
CHEMBL459099	C[C@H](O)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C[C@H]1C=CCC1)S(=O)(=O)c1ccco1	Ki	258.8
CHEMBL25374	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2ccc(OC)cc2OC)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	4168693835
CHEMBL303578	O=C(NC(Cc1ccccc1)C(O)CN1CCCCCCCCCCCC(c2ccccc2)OC1=O)O[C@H]1CO[C@H]2OCC[C@H]21	Ki	357
CHEMBL262642	O=C(Nc1cnccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.018
CHEMBL290074	Cc1n[nH]c2ccc(CN3C(=O)N(Cc4cccc(N)c4)[C@H](Cc4ccccc4)[C@H](O)[C@H]3CCc3ccccc3)cc12	Ki	0.13
CHEMBL297576	CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)C(C)C	Ki	38904.51
CHEMBL334312	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@@H](O)[C@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	1350
CHEMBL386847			
CHEMBL418939	O=C1N(Cc2cccc(F)c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(F)c1	Ki	3
CHEMBL4862758	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN(C)C2)cc1	Ki	0.04
CHEMBL443260	COC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)OC)c3)[C@@H](Cc3ccccc3)[C@@H](O)[C@@H]2CCc2ccccc2)c1	Ki	3300
CHEMBL144139	O=C1N(Cc2cccc(CO)c2)[C@H](Cc2ccccc2)[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1	Ki	15500
CHEMBL79023	Nc1ccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1-n1nccn1	Ki	0.059
CHEMBL343811	CCC(c1ccccc1)c1c(O)c2c(oc1=O)C(Cc1ccccc1)CCCCCC2	Ki	266
CHEMBL2092978	CCC[C@]1(CCc2ccccc2)CC(=O)C([C@@H](CC)c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)=C(O)O1	Ki	0.12
CHEMBL63021	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(CNC(=O)CCc2nc3ccccc3[nH]2)cc1)C(=O)NCc1ccccc1	Ki	6.76083E+11
CHEMBL87835	O=C(Nc1nnc(C(F)(F)F)s1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nnc(C(F)(F)F)s4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.18
CHEMBL322597	CC(C)[C@@H]1NC(=O)[C@@H]([C@H](O)[C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2cccc(c2)OCCOCCNC1=O	Ki	68.8
CHEMBL434266	CC(C)(C)OC(=O)NCCCC(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	14
CHEMBL362524	Nc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)OC2CCCCC2)cc1	Ki	0.018
CHEMBL29195	O=C(O)CCCC[C@@H]1SCC2C1N(Cc1cccc(Br)c1)C(=O)N2Cc1cccc(Br)c1	Ki	2200
CHEMBL81383	O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.043
CHEMBL313003	COc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.047
CHEMBL309865	CC(C)(C)c1cccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3cccc(C(C)(C)C)c3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccc3[nH]nc(N)c3c2)c1	Ki	0.21
