Molecule ChEMBL ID	Smiles	Standard Type	Standard Value
CHEMBL3350189	CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1	Ki	1
CHEMBL3349481	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](Cc1cccc(-c2ccccc2)c1)NC(=O)OC(C)(C)C)C(=O)N[C@H](C(=O)OC)C(C)C	Ki	6.8
CHEMBL33647	O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	0.31
CHEMBL36125	O=C1N(CC2CC2)[C@H](Cc2ccc3c(c2)OCCO3)[C@H](O)[C@@H](O)[C@@H](Cc2ccc3c(c2)OCCO3)N1CC1CC1	Ki	0.27
CHEMBL427992	Nc1ccc(C[C@@H]2[C@H](O)[C@@H](O)[C@@H](Cc3ccc(N)cc3)N(Cc3cccc(C(=O)Nc4nc5ccccc5[nH]4)c3)C(=O)N2Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)cc1	Ki	0.016
CHEMBL161393	C[C@H](CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	Ki	1.4
CHEMBL286596	CNc1cccc(CN2C(=O)N(Cc3cccc(NC)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2[C@@H](Br)Cc2ccccc2)c1	Ki	23
CHEMBL412862	O=C(Nc1ncc[nH]1)c1cccc(CN2C(=O)N(CC3CC3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.016
CHEMBL1794028	CC[C@@H](C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(C)=O)C(C)C)C(=O)N[C@H](C(N)=O)C(C)C	Ki	60000
CHEMBL341746	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1cccnc1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C	Ki	7079457844
CHEMBL422772	Cc1ccc(CN2C(=O)N(Cc3ccc(C)cc3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)cc1	Ki	5.7
CHEMBL358262	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1	Ki	250
CHEMBL278916	N#Cc1cccc(S(=O)(=O)Nc2cccc(C(c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)c1	Ki	0.6
CHEMBL281477	O=C(NCCCCCN1C(=O)N(CCCCCNC(=O)c2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H]1Cc1ccccc1)c1ccccc1	Ki	59
CHEMBL136610	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)Cc2ccccc2)C(=O)O)cc1	Ki	300
CHEMBL131128	N#Cc1ccc(S(=O)(=O)Cc2cccc(C(c3c(O)oc4c(c3=O)CCCCCC4)C3CC3)c2)cc1	Ki	1.9
CHEMBL56387	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccccc1)C(C)C	Ki	0.25
CHEMBL124214	O=C(NCCO)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NCCO	Ki	
CHEMBL1790794	CC[C@@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)CCCCCNC(=O)CCCC[C@@H]1SCC2NC(=O)N[C@@H]21)C(=O)NCc1ccccn1	Ki	20
CHEMBL2165902	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@@H]1CCOC1=O)S(=O)(=O)c1ccc2ncsc2c1	Ki	375.2
CHEMBL116	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1	Ki	0.057
CHEMBL281034	O=C1N(CCCCCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CCCCCCO	Ki	0.47
CHEMBL1465	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	Ki	1000
CHEMBL1161736	CC(C)[C@H](C)C(=O)NC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@@H](Oc1ccccc1)C(=O)NC1c2ccccc2C[C@@H]1O	Ki	0.05
CHEMBL3349501	CC[C@H](C)[C@H](NC(=O)C1CCCN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)NCCc1ccccn1	Ki	13
CHEMBL3350250	Cc1cc(SC2=C(O)O[C@@](CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cn1	Ki	9.54
CHEMBL4868812	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)OC[C@@H]2CCCNC2)cc1	Ki	0.1
CHEMBL433187	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)C3(CCCCC3)NC[C@@H]2Cc2ccccc2)cc1	Ki	17
CHEMBL370127	CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	23
CHEMBL370132	CC(C)(C)[C@H](NC(=O)NCc1ccccc1)C(=O)NN(Cc1ccccc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	22
CHEMBL15049	C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CCC(=O)NC(c1ccccc1)c1nc2ccccc2[nH]1	Ki	5370
CHEMBL146380	O=C1N(CC2CC2)[C@H]([C@@H](F)Cc2ccccc2)[C@@H]([C@@H](F)Cc2ccccc2)N1CC1CC1	Ki	980
CHEMBL69542	ON=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	42
CHEMBL440322	CC(C)(C)NC(=O)c1c(CCC(O)Cc2ccc3ccccc3c2C(=O)NC(C)(C)C)ccc2ccccc12	Ki	1400
CHEMBL407853	CC[C@H](C)[C@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@@H](N)CS)[C@@H](C)O)[C@@H](C)CC)C(=O)O	Ki	70.79
CHEMBL385790	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(C(F)(F)F)c3)C(=O)O2)cc1F	Ki	0.072
CHEMBL182366	CC(C)CCN([C@H](CO)CCCCNC(=O)N(Cc1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCO2)S(=O)(=O)c1ccc(N)cc1	Ki	3
CHEMBL264552	COc1cccc(CN(Cc2ccc3c(c2)OCO3)/C(S)=N/CCCC[C@@H](CO)N(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)c1	Ki	2.6
CHEMBL362787	COc1ccc(S(=O)(=O)N(C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2CO[C@H]3OCC[C@H]32)OC2CCCC2)cc1	Ki	0.005
CHEMBL361814	CS(=O)(=O)c1ccc(CN2CC(Cc3ccccc3)N(C[C@@H](O)C[C@@H](Cc3ccccc3)C(=O)NC3c4ccccc4C[C@H]3O)C2=O)cc1	Ki	300
CHEMBL729	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O	Ki	0.005
CHEMBL415592	COc1ccc(S(=O)(=O)N(CC2CC2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(F)c(F)c3)C(=O)O2)cc1	Ki	0.5754
CHEMBL477630	CC[C@@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)C1(C(N)=O)CC1)S(=O)(=O)c1ccc(OC)cc1	Ki	1
CHEMBL205176	COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccc3c(c2)OCO3)cc1)C[C@@](O)(Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)C(C)(C)C	Ki	11
CHEMBL1163	COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C	Ki	0.24
CHEMBL357477	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2cc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	3388441561
CHEMBL292076	CCC(C)C(NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](NCc1ccc(OC)cc1)C(=O)NC1c2ccccc2CC1O	Ki	8.2
CHEMBL303128	CC/C(=N/O)c1cccc(CN2C(=O)N(Cc3cccc(/C(CC)=N/O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.031
CHEMBL729	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O	Ki	0.5
CHEMBL502946			
CHEMBL146829	O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)[C@@H](CCc2ccccc2)N1Cc1cccc(CO)c1	Ki	55
CHEMBL431476	O=C(N[C@@H]1c2ccccc2C[C@@H]1O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	0.2
CHEMBL478893	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](O)C(C)C)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.29
CHEMBL36380	O=C1N(Cc2ccccc2)C[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	2400
CHEMBL2165894	CC[C@H](C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H](C)CC(=O)OC)S(=O)(=O)c1ccc2ncsc2c1	Ki	11.72
CHEMBL130998	O=S1(=O)N(Cc2ccccc2)[C@H](COc2ccccc2)[C@H](O)[C@@H](O)[C@@H](COc2ccccc2)N1Cc1ccccc1	Ki	19.1
CHEMBL318803	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCc2nc3ccccc3[nH]2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	3.4
CHEMBL315639	O=C1N(Cc2cccnc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccnc1	Ki	9.7
CHEMBL39747	O=C1N(Cc2ccccc2)[C@H]([C@@H](Br)Cc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccc1	Ki	185
CHEMBL286361	O=C1N(Cc2ccc(OCc3ccccc3)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(OCc2ccccc2)cc1	Ki	542
CHEMBL298253	O=C1N(Cc2ccc(CO)cc2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(CO)cc1	Ki	2.5
CHEMBL179323	Cc1ccc(S(=O)(=O)NCCC[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)C(=O)O)cc1	Ki	26.2
CHEMBL371921	CC(C)CCS(=O)(=O)[C@@H](C)C[C@@H](O)[C@H](Cc1cccc(Br)c1)NC(=O)CCS(C)(=O)=O	Ki	40000
CHEMBL3143750	COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@H](C)N)C(C)C)C(C)C	Ki	3
CHEMBL80494	N#Cc1ccc(S(=O)(=O)Nc2cccc(C(c3c(O)oc(C(CC4CC4)CC4CC4)cc3=O)C3CC3)c2)cc1	Ki	5.4
CHEMBL99032	O=C1N(Cc2ccc3nc(O)cnc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2nc(O)cnc2c1	Ki	490
CHEMBL130426	COC(Cc1cccc(CN2[C@H](COc3ccccc3)[C@H](O)[C@@H](O)[C@@H](COc3ccccc3)N(Cc3cccc(CC(OC)OC)c3)S2(=O)=O)c1)OC	Ki	540
CHEMBL127524	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2ccccn2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2ccccn2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	0.61
CHEMBL264815	CNC(=O)[C@@H](NC(=O)[C@H](OCc1ccc(-c2cccc([N+](=O)[O-])c2)cc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccc(-c2cccc([N+](=O)[O-])c2)cc1)C(=O)N[C@H](C(=O)NC)C(C)C)C(C)C	Ki	1.4
CHEMBL144083	COc1ccc(CN[C@@H](C(=O)N[C@H](C(=O)NCCn2ccnc2)C(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)OCc2ccccc2)C(C)C)cc1	Ki	28840315031
CHEMBL359902	CC(C)CN([C@H](CO)CCCCNC(=O)N(Cc1ccccc1)Cc1ccc(F)cc1F)S(=O)(=O)c1ccc(N)cc1	Ki	12
CHEMBL584	Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C	Ki	0.54
CHEMBL143773	CCCC1(CCc2ccccc2)CC(=O)C(C(CCc2ccccc2)c2ccccc2)=C(O)O1	Ki	33
CHEMBL1465	CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O	Ki	800
CHEMBL279397	O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)C[C@@H](O)CN1C(=O)CC[C@@H]1Cc1ccccc1	Ki	4800
CHEMBL132747	CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCCCCCC2	Ki	2000
CHEMBL16443	CCCCCCCCS(=O)(=O)Nc1cccc(C(c2c(O)c3c(oc2=O)CCCCCC3)C2CC2)c1	Ki	6
CHEMBL2165886	CCCCCN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCCNC(=O)C(Cl)Cl)S(=O)(=O)c1ccc2ncsc2c1	Ki	1.345
CHEMBL345001	CCOC(=O)[C@H](NCc1ccc(CNCc2ccccc2)cc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C	Ki	1.90546E+12
CHEMBL312054	O=C(Cc1cccs1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.23
CHEMBL154692	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)(C)S(C)(=O)=O	Ki	0.162
CHEMBL298303	NC(=O)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)C(F)(F)CCc1ccccc1	Ki	2.089
CHEMBL415591	COc1cccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(C(C)=O)cc3)C(=O)O2)c1	Ki	0.8318
CHEMBL42715	COc1ccc(CCN(C[C@@H](O)[C@@H]2Cc3ccc(cc3)OCCCCCC(=O)N[C@@H](C(C)C)C(=O)N2)S(=O)(=O)c2ccc(N)cc2)cc1	Ki	3
CHEMBL339112	CNC(=O)C(NC(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)NC(C(=O)NC)[C@@H](C)O)[C@H](C)O	Ki	500
CHEMBL352967	CCC(C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)CC(C)(C)C)C(C)C)C(=O)NCc1ccccn1	Ki	75
CHEMBL362069	O=C1N(c2cccc(CO)c2)[C@H](CCc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1c1cccc(CO)c1	Ki	0.4898
CHEMBL377051	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)C1(C)C(=O)N(C)c2ccccc21	Ki	60
CHEMBL133083	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OCc2ccccc2)C(=O)O)cc1	Ki	250
CHEMBL292043	O=C1N[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1cccc(-c2cc[nH]n2)c1	Ki	0.26
CHEMBL275888	O=c1c2c(oc(O)c1[C@H](c1cccc(NS(=O)(=O)c3cccc4cccnc34)c1)C1CC1)CCCCCC2	Ki	0.4
CHEMBL181221	Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)O)cc1	Ki	250
CHEMBL294331	O=Cc1cccc(CN2C(=O)N(Cc3cccc(C=O)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.44
CHEMBL148543	O=C1N(Cc2ccccc2)[C@@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@H](Cc2ccccc2)N1Cc1ccccc1	Ki	560
CHEMBL16445	CCCC(c1cccc(NS(=O)(=O)c2ccc(C#N)cc2)c1)c1c(O)c2c(oc1=O)CCCCCC2	Ki	1.4
CHEMBL214418	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@@H](Cc3ccccc3)OC[C@@H]2Cc2ccccc2)cc1	Ki	35
CHEMBL87919	O=C1N(Cc2ccc(Br)cc2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc(Br)cc1	Ki	27
CHEMBL316375	COc1cccc(N2C(=O)N(Cc3cccc(C(=O)Nc4cccc(C)n4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.053
CHEMBL290864	O=C1N(Cc2cccc(CO)c2)[C@H](CCc2ccccc2)C[C@@H](Cc2ccccc2)N1Cc1cccc(CO)c1	Ki	99
CHEMBL39979	O=C1N(Cc2ccc3ccccc3c2)[C@H]([C@@H](Br)Cc2ccccc2)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	100
CHEMBL316801	CCOC(=O)[C@@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(C)C	Ki	1200
CHEMBL729	Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O	Ki	2.4
CHEMBL356015	CSCCC(C(=O)O)N(C)C(=O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N(C)C(CCSC)C(=O)O	Ki	660
CHEMBL290331	NC(=O)c1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@H]2CCc2ccccc2)c1	Ki	0.06
CHEMBL431304	O=C1N(CCCCCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1	Ki	1.7
CHEMBL315439	O=C1N(Cc2ccccn2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccccn1	Ki	145
CHEMBL386149	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN2C(=O)[C@H](C)OC[C@@H]2Cc2ccccc2)cc1	Ki	38
CHEMBL295208	Cc1ccc(O)cc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1cc(O)ccc1C	Ki	74
CHEMBL37037	Cc1cc(SC2=C(O)O[C@](CCc3ccc(O)cc3)(C(C)C)CC2=O)c(C(C)(C)C)cc1CO	Ki	0.09
CHEMBL301091	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Ki	3311.31
CHEMBL277125	O=c1c2c(oc(O)c1[C@@H](c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2	Ki	7.6
CHEMBL16584	O=c1c2c(oc(O)c1C(c1ccccc1)C1CC1)CCCCCC2	Ki	96
CHEMBL219748	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(C(C)=O)cc3)C(=O)O2)cc1	Ki	0.179
CHEMBL47551	Cc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1C	Ki	8
CHEMBL456046	CCC(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(C[C@H](C)CC)S(=O)(=O)c1ccc2ncsc2c1	Ki	0.063
CHEMBL136849	COc1cccc(CN(CC(=O)NCCCC[C@@H](CO)N(CC(C)C)S(=O)(=O)c2ccc(C)cc2)c2ccccc2)c1OC	Ki	2.4
CHEMBL3350218	CC[C@H](C)[C@H](NC(=O)[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1	Ki	12
CHEMBL317031	O=C(NC1c2ccccc2C[C@H]1O)[C@H](OCc1ccccc1)[C@H](O)[C@@H](O)[C@@H](OCc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O	Ki	0.6
CHEMBL2115171	CC(NC(=O)[C@@H](N)CO)C1=CCC(=O)N([C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C(=O)N[C@H](C(N)=O)C(C)C)C(C)C)CC1	Ki	2000000
CHEMBL86152	CCOC(=O)Nc1ccccc1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCC	Ki	
CHEMBL73050	CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C	Ki	0.15
CHEMBL412998	O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(Cc1cccs1)S(=O)(=O)c1cc(F)c(F)cc1F)[C@@H]1CN(c2ccccc2)C(=O)O1	Ki	170.2
CHEMBL365573	CCC(CC)ON(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)S(=O)(=O)c1ccc(OC)cc1	Ki	3.2
CHEMBL28612	O=C1N(CCCO)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1CCCO	Ki	51
CHEMBL384437	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3ccc(F)c(F)c3)C(=O)O2)cc1	Ki	0.152
CHEMBL266947	CC(=O)c1cccc(N2C[C@@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)OC2=O)c1	Ki	0.032
CHEMBL29252	COC(=O)CCCC[C@H]1C2C(CS1(=O)=O)N(Cc1cccc(Br)c1)C(=O)N2Cc1cccc(Br)c1	Ki	4100
CHEMBL408834	Cc1cc(C)nc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5cc(C)cc(C)n5)c4)[C@H](Cc4ccccc4)[C@H](O)[C@@H](O)[C@H]3Cc3ccccc3)c2)c1	Ki	0.02
CHEMBL333037	COc1ccc(S(=O)(=O)N(CC2CCCC2)C[C@@H](O)CN(CCc2ccccc2)C(=O)OCc2ccncc2)cc1	Ki	200
CHEMBL300475	CC[C@H](C)[C@H](NC(=O)[C@@H](CC(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)COc1cccc2ccccc12)C(=O)NCc1ccccn1	Ki	218.78
CHEMBL301948	CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	Ki	3981.07
CHEMBL120800	O=C1N(Cc2ccccc2)[C@H](Cc2ccccc2)[C@H](O)[C@H](O)[C@]23CC[C@H]([C@H](OCc4ccccc4)C2)N13	Ki	750
CHEMBL384438	COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CN(c3cccc(C(C)=O)c3)C(=O)O2)cc1	Ki	3.36
CHEMBL431017	O=C(Nc1ncccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ncccn4)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1	Ki	0.15
CHEMBL317617	CC(C)[C@H](NC(=O)[C@H](NCc1ccccc1)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)OCc1ccccc1)C(=O)NCc1ccccc1	Ki	28840315031
CHEMBL172012	Cc1cccc(C)c1OCC(=O)NN(Cc1ccccc1)C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1cccc(O)c1C	Ki	5.8
